"","Rhodospirillales","Burkholderiales","Clostridiales","Bacteroidales","Rhodobacterales","Corynebacteriales","Pseudomonadales","JG30_KF_CM66(class)","Solibacterales","Gaiellales","Flavobacteriales","Sphingobacteriales","Sphingomonadales","Micrococcales","Lactobacillales","Selenomonadales","Erysipelotrichales","Bacillales","Fusobacteriales","Thermales","Coriobacteriales","Fibrobacterales","Opitutales","Bifidobacteriales","Chloroflexales","Actinomycetales","Caulobacterales","Rhizobiales","Spirochaetales","Acidimicrobiales","Pseudonocardiales","Gastranaerophilales","Desulfovibrionales","Neisseriales","Blastocatellales","Subgroup_6(class)","Synergistales","Nitrospirales","Mollicutes_RF9","Caldilineales","Planctomycetales","Desulfurellales","WCHA1_57(class)","Chthoniobacterales","Thermoanaerobacterales","OPB35_soil_group(class)","Tectomicrobia(phylum)","Victivallales","Propionibacteriales","Methanobacteriales","Bdellovibrionales","Streptosporangiales","Xanthomonadales","Desulfuromonadales","Unknown_Order","Alteromonadales","Candidatus_Falkowbacteria(class)","Chloroplast(class)","Cytophagales","Frankiales","Gitt_GS_136(class)","Campylobacterales","Pasteurellales","Cyanobacteria(phylum)","NB1_j","X35","Enterobacteriales","Myxococcales","Subgroup_10","Methylophilales","Oligosphaerales","Solirubrobacterales","KD4_96(class)","Verrucomicrobiales","SubsectionII","Aeromonadales","Cellvibrionales","UA11(class)","Lineage_IIb","Oligoflexales","Lineage_IIc"
"X206570",0.2143829638680398,0.011101413859312272,0.3545470413684762,0.2620701693140164,0.0,0.0,6.98202129516495e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.491010647582475e-05,0.0017105952173154127,0.010926863326933147,0.0008029324489439693,0.000279280851806598,0.000279280851806598,0.0,0.0,0.0,0.0,0.0002094606388549485,0.0,3.491010647582475e-05,0.0,0.0,0.0,0.0,0.0,0.012602548437772735,0.014941525571652993,6.98202129516495e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.491010647582475e-05,0.0,0.0,0.00034910106475824753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000139640425903299,0.0017105952173154127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11370221679176122,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206569",0.1944513457556936,0.005921325051759834,0.28182194616977224,0.3130848861283644,0.0,4.1407867494824014e-05,4.1407867494824014e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0002898550724637681,0.0014906832298136647,0.010559006211180125,0.00037267080745341616,0.0002484472049689441,0.0,0.0,8.281573498964803e-05,0.0,0.0,0.00020703933747412008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022111801242236023,0.008985507246376812,0.00016563146997929605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.281573498964803e-05,0.0,0.0,8.281573498964803e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1407867494824014e-05,0.0,0.00012422360248447205,0.002070393374741201,0.0,0.0,0.0,4.1407867494824014e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.15768115942028985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215067",0.04266289238234848,0.02921700449881211,0.3610170348278825,0.24318859626952433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001010969013799727,0.0006571298589698226,0.11226810898245969,0.0017691957741495224,0.0004043876055198908,0.0,0.0,0.0004043876055198908,0.0001010969013799727,0.0,0.0,0.0,5.054845068998635e-05,0.0,0.0,0.0,0.0,0.0,0.02395996562705353,0.006268007885558308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.054845068998635e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015164535206995905,0.0,0.0,0.0,0.00015164535206995905,0.0,0.0,0.0,0.0,0.0,0.0,0.17621189910529242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206604",0.0,0.19225647854143194,0.41349994878623375,0.2624193383181399,0.0,0.00850148519922155,0.0020485506504148315,0.0,0.0,0.0,0.0010242753252074157,0.00010242753252074157,0.0,0.0,0.0029703984431015055,0.009116050394346,0.011267028577281573,0.007272354808972652,0.0,0.0,0.0005121376626037079,0.0,0.0,0.0009218477926866742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012701014032571956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006145651951244494,0.0,0.0,0.0005121376626037079,0.000716992727645191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012291303902488989,0.00010242753252074157,0.0,0.0,0.0,0.0017412680528526069,0.0,0.0,0.0,0.06657789613848203,0.0,0.0,0.0,0.00020485506504148315,0.0,0.0,0.0036873911707466967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206605",0.0,0.2284422578286018,0.3924606076723622,0.2824280300511934,0.0,0.0001994548234824812,0.002459942822950602,0.0,0.0,0.0,6.648494116082707e-05,0.0,0.0,0.0,0.0007313343527690978,0.011435409879662257,0.007313343527690978,0.0,0.005052855528222857,0.0,0.0007978192939299248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01775147928994083,0.0002659397646433083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005983644704474437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.648494116082707e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010637590585732331,0.01156837976198391,0.0,0.0,0.0,0.037098597167741505,0.0,0.0,0.0,0.0,0.0,0.0,0.0001994548234824812,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206608",0.0,0.02469310004233103,0.3919853252434034,0.5256808240440243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.055171440666009e-05,0.0009877240016932412,0.003386482291519684,0.007478481727105969,0.0,0.0,0.0,0.00028220685762664035,0.0,0.0006349654296599407,0.0,0.0,0.00021165514321998025,0.0,0.0,0.0,0.0,0.0,0.0,0.030548892338083816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.055171440666009e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050797234372795255,0.0,0.0,0.0,0.006561309439819388,0.0,0.0,0.0,0.0,0.0,0.0,0.0023282065754197828,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206609",0.0,0.02196395154141633,0.3517187038313799,0.5267408647690338,0.0,0.00019698611247907023,0.002560819462227913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005909583374372107,0.002659312518467448,0.014379986210972126,0.00039397222495814047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05850487540628386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029547916871860535,0.006205062543090712,0.0,0.0,0.0,0.009849305623953511,0.0,0.0,0.0,0.0,0.0,0.0,0.003939722249581405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215085",0.0,0.019553072625698324,0.26303538175046554,0.5863594040968343,0.00558659217877095,0.007914338919925512,0.0,0.0,0.0,0.0,0.0,0.0,0.0016294227188081937,0.0074487895716946,0.022579143389199256,0.015595903165735567,0.01303538175046555,0.00861266294227188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013966480446927375,0.0,0.0,0.023277467411545624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016294227188081937,0.0,0.0,0.0,0.0,0.0,0.0,0.003026070763500931,0.0,0.0004655493482309125,0.0,0.007681564245810056,0.0,0.0,0.0,0.0,0.0,0.0,0.0111731843575419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215084",0.0,0.04305442729488221,0.3200649878147847,0.5285134037367993,0.0,0.0,0.01007311129163282,0.0,0.0,0.0,0.0,0.0,0.0,0.0003249390739236393,0.002274573517465475,0.022745735174654752,0.00926076360682372,0.0003249390739236393,0.018359057676685622,0.0,0.00016246953696181965,0.0,0.0,0.0,0.0,0.0,0.0,0.00048740861088545896,0.0,0.0,0.0,0.0,0.029569455727051178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002274573517465475,0.0,0.0,0.0,0.012510154346060114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X214995",5.6442964384489474e-05,0.03465598013207654,0.38776316532144267,0.49240842129028617,0.0,0.0,0.0004515437150759158,0.0,0.0,0.0,0.00011288592876897895,0.0005079866794604052,0.00011288592876897895,0.01061127730428402,0.023085172433256196,0.025230005079866794,0.01738443303042276,0.0009030874301518316,0.004007450471298753,0.0,0.0,0.0,0.0,0.00016932889315346842,0.0,0.0002257718575379579,0.0,0.00016932889315346842,0.0,0.0,0.0,0.0,0.0,5.6442964384489474e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033865778630693685,0.0,0.0,0.0,0.0,0.0,0.0002257718575379579,0.0,0.0,0.0003951007506914263,0.0007337585369983631,0.0,0.0,0.0,0.00028221482192244734,0.0,0.00011288592876897895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X214994",0.0,0.031849122587897336,0.3860613251732967,0.5201398863423469,0.0,0.0013114344595016548,0.0034971585586710797,0.0,0.0,0.0,0.0027477674389558486,0.0,0.0,0.0006869418597389621,0.010366577156060701,0.024917254730531444,0.008493099356772622,0.0029975644788609256,0.0032473615187660026,0.0,0.0,0.0,0.0,0.0006869418597389621,0.0,0.00024979703990507713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003746955598576157,0.0,0.0,0.0,0.00018734777992880785,0.0008742896396677699,0.0,0.0,0.0,0.0012489851995253856,0.0,0.0,0.0,0.0,0.0,0.0,6.244925997626928e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215075",0.0,0.00644244914523411,0.472480089281185,0.45670369806726524,0.0,5.072794602546543e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005580074062801197,0.007304824227667022,0.004666971034342819,0.0012174707046111702,0.0015218383807639629,0.000355095622178258,0.0,0.000355095622178258,0.0,0.0,0.0011160148125602394,0.0,0.00030436767615279255,0.0,5.072794602546543e-05,0.0,0.0,0.0,0.0,0.0009131030284583778,0.00010145589205093085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015218383807639628,0.04484350428651144,0.0,0.0,0.0,0.0008623750824329122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215076",0.0,0.0008053556148386772,0.4921729501182866,0.4253284340866764,0.0,0.0,0.001409372325967685,0.0,0.0,0.0,0.0,0.00010066945185483464,0.0,0.0010066945185483464,0.015301756681934868,0.002315397392661197,0.0008053556148386772,0.0007550208889112598,0.0006040167111290079,0.0,0.0006040167111290079,0.0,0.0,0.0009563597926209292,0.0,0.00010066945185483464,0.0,0.0,0.0,0.0,0.0,0.0,0.0002013389037096693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.033472592741732e-05,0.05697890974983641,0.0,0.0,0.0,0.0005033472592741732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219633",0.0,0.0073937153419593345,0.8170671595810228,0.14041897720271104,0.0004313000616142945,0.00012322858903265557,0.0007393715341959334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009365372766481824,0.0022797288971041284,0.015095502156500308,0.0007393715341959334,0.00018484288354898336,0.0,0.00030807147258163895,0.0,0.0,0.00030807147258163895,0.0,6.161429451632779e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0036968576709796672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004929143561306223,0.0,0.0,0.0,0.0012939001848428836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219634",7.783312577833126e-05,0.007705479452054794,0.8586550435865504,0.08328144458281445,0.0,0.0,0.002724159402241594,0.0,0.0,0.0,0.0,0.0,0.0,0.0013231631382316315,0.021092777085927772,0.002957658779576588,0.008717310087173101,0.0017123287671232876,0.0009339975093399751,0.0,0.00015566625155666251,0.0,0.0,0.00046699875466998757,0.0,0.0011674968866749688,0.0,0.0,0.0,0.0,0.0,0.0,0.0037359900373599006,0.0006226650062266501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.783312577833126e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035024906600249067,0.0,0.0,0.0,0.0010896637608966376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219637",0.025,0.0,0.1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1625,0.2875,0.1375,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0375,0.0
"X219638",0.0,0.012277396219534432,0.8046556858931502,0.08934540813225551,0.0,0.003889868109159424,0.00030389594602808,0.0,0.0,0.0,0.00334285540630888,0.0,0.0,0.0,0.0025527259466358717,0.00486233513644928,0.05117607731112867,0.0009116878380842399,0.006442594055795296,0.0,0.006807269191028992,0.0,0.0,0.0018233756761684798,0.0,0.000121558378411232,0.0,0.0,0.0,0.0,0.0,0.0,0.010271682975749104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006685710812617759,0.0,0.0,0.0,0.0,0.000547012702850544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219659",0.0,0.004329004329004329,0.3386243386243386,0.2895622895622896,0.0,0.011063011063011063,0.012506012506012507,0.0,0.0,0.0,0.0,0.0,0.00481000481000481,0.02405002405002405,0.003848003848003848,0.01875901875901876,0.016835016835016835,0.00962000962000962,0.0,0.0,0.010582010582010581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.005291005291005291,0.0,0.02934102934102934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02837902837902838,0.005772005772005772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012025012025012025,0.0,0.0,0.0,0.0,0.0,0.0,0.1645021645021645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219653",0.0,0.02458592132505176,0.456055900621118,0.29487577639751555,0.0,0.00036231884057971015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029503105590062114,0.029503105590062112,0.02665631469979296,0.008695652173913044,0.02127329192546584,0.0,0.0007246376811594203,0.0,0.0,0.0005693581780538302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013302277432712215,0.011387163561076604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009006211180124223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005693581780538302,0.02386128364389234,0.0,0.0,0.0,0.02044513457556936,0.0,0.0,0.0,0.0,0.0,0.0,0.055175983436853,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219654",0.0,0.012455191688437936,0.5780424084087733,0.17406889847499848,0.0,0.013123519047329729,0.0004860562610122122,0.0,0.0,0.0,0.0028555805334467463,0.0,0.00036454219575915913,0.00042529922838568566,0.0012151406525305304,0.05237256212406586,0.010085667416003403,0.0008505984567713713,0.005285861838507808,0.0,0.0009113554893978978,0.0,0.0,0.0007290843915183183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01780181055957227,0.002491038337687587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013305790145209308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002551795370314114,0.0,0.0,0.0,0.013123519047329729,0.0,0.0,0.0,0.0,0.0,0.0,0.09745428033294853,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219693",0.0,0.000962000962000962,0.823953823953824,0.04737854737854738,0.0,0.0,0.0013227513227513227,0.0,0.0,0.0,0.000962000962000962,0.00012025012025012025,0.0,0.0007215007215007215,0.047619047619047616,0.020803270803270803,0.022005772005772004,0.0012025012025012026,0.0,0.00012025012025012025,0.0027657527657527657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025372775372775373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002886002886002886,0.0,0.0,0.0,0.0018037518037518038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219668",0.0,0.016,0.3664,0.0144,0.0,0.0,0.0192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0688,0.0304,0.024,0.0016,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.272,0.0,0.0,0.0,0.1824,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219675",0.0,0.002940999939979593,0.19614668987455736,0.20358922033491386,0.0,0.0,0.0017405918012124123,0.0,0.0,0.0,0.0006602244763219495,6.002040693835904e-05,0.0,0.0,0.00936318348238401,0.1301242422423624,0.007082408018726367,0.0006002040693835905,0.41594142008282814,0.0,0.0006002040693835905,0.0,0.0,0.0007802652901986675,0.0,0.0004801632555068723,0.0,0.0,0.0,0.0,0.0,0.0,0.004741612148130364,0.02130724446311746,0.00024008162775343615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008402856971370266,0.0,0.0,0.0,0.002640897905287798,0.0,0.0,0.0,0.0,0.0,0.0,0.00012004081387671808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219676",0.0,0.007708571931988371,0.29067923530966433,0.17372918685578362,0.0,4.404898246850498e-05,0.00048453880715355473,0.0,0.0,0.0,0.0,4.404898246850498e-05,0.0,0.0,0.02691392828825654,0.09686371244824245,0.02700202625319355,0.001761959298740199,0.34001409567438995,0.0,0.001761959298740199,0.0,0.0,0.002731036913047309,0.0,0.0014976654039291692,0.0,0.0,0.0,0.0,0.0,0.0,0.0034358206325433883,0.02087921769007136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008369306669015945,0.0,0.0,0.0,0.0036120165624174082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219691",0.0,0.0001807882367120646,0.8040858141496927,0.11805471857297818,0.0,0.0017476196215499577,6.02627455706882e-05,0.0,0.0,0.0,0.0006628902012775702,0.0,0.0,0.0,0.006207062793780885,0.007593105941906713,0.010244666747016995,0.0002410509822827528,0.0031336627696757864,0.0,0.0009642039291310112,0.0,0.0,0.0002410509822827528,0.0,0.0004218392189948174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000301313727853441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010244666747016994,0.0,0.0,0.0,6.02627455706882e-05,0.0007834156924189466,0.0,0.0,0.0,0.04399180426660239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219692",0.0,0.0,0.0,0.14166666666666666,0.0,0.175,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.11666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
